,date,num_restrictions
1248,2023-07-31,1
1249,2023-08-01,1
1250,2023-08-02,1
1251,2023-08-03,1
1252,2023-08-04,1
1253,2023-08-05,1
1254,2023-08-06,1
1255,2023-08-07,1
1256,2023-08-08,1
1257,2023-08-09,1
1258,2023-08-10,1
1259,2023-08-11,1
1260,2023-08-12,1
1261,2023-08-13,1
1262,2023-08-14,1
1263,2023-08-15,1
1264,2023-08-16,1
1265,2023-08-17,1
1266,2023-08-18,1
1267,2023-08-19,1
1268,2023-08-20,1
1269,2023-08-21,1
1270,2023-08-22,1
1271,2023-08-23,1
1272,2023-08-24,1
1273,2023-08-25,1
1274,2023-08-26,1
1275,2023-08-27,1
1276,2023-08-28,1
1277,2023-08-29,1
1278,2023-08-30,1
1279,2023-08-31,1
1280,2023-09-01,1
1281,2023-09-02,1
1282,2023-09-03,1
1283,2023-09-04,1
1284,2023-09-05,1
1285,2023-09-06,1
1286,2023-09-07,1
1287,2023-09-08,1
1288,2023-09-09,1
1289,2023-09-10,1
1290,2023-09-11,1
1291,2023-09-12,1
1292,2023-09-13,1
1293,2023-09-14,1
1294,2023-09-15,1
1295,2023-09-16,1
1296,2023-09-17,1
1297,2023-09-18,1
1298,2023-09-19,1
1299,2023-09-20,1
1300,2023-09-21,1
1301,2023-09-22,1
1302,2023-09-23,1
1303,2023-09-24,1
1304,2023-09-25,1
1305,2023-09-26,1
1306,2023-09-27,1
1307,2023-09-28,1
1308,2023-09-29,1
1309,2023-09-30,1
1310,2023-10-01,1
1311,2023-10-02,1
1312,2023-10-03,1
1313,2023-10-04,1
1314,2023-10-05,1
1315,2023-10-06,1
1316,2023-10-07,1
1317,2023-10-08,1
1318,2023-10-09,1
1319,2023-10-10,1
1320,2023-10-11,1
1321,2023-10-12,1
1322,2023-10-13,1
1323,2023-10-14,1
1324,2023-10-15,1
1325,2023-10-16,1
1326,2023-10-17,1
1327,2023-10-18,1
1328,2023-10-19,1
1329,2023-10-20,1
1330,2023-10-21,1
1331,2023-10-22,1
1332,2023-10-23,1
1333,2023-10-24,1
1334,2023-10-25,1
1335,2023-10-26,1
1336,2023-10-27,1
1337,2023-10-28,1
1338,2023-10-29,1
1339,2023-10-30,1
1340,2023-10-31,1
1341,2023-11-01,1
1342,2023-11-02,1
1343,2023-11-03,1
1344,2023-11-04,1
1345,2023-11-05,1
1346,2023-11-06,1
1347,2023-11-07,1
1348,2023-11-08,1
1349,2023-11-09,1
1350,2023-11-10,1
1351,2023-11-11,1
1352,2023-11-12,1
1353,2023-11-13,1
1354,2023-11-14,1
1355,2023-11-15,1
1356,2023-11-16,1
1357,2023-11-17,1
1358,2023-11-18,1
1359,2023-11-19,1
1360,2023-11-20,1
1361,2023-11-21,1
1362,2023-11-22,1
1363,2023-11-23,1
1364,2023-11-24,1
1365,2023-11-25,1
1366,2023-11-26,1
1367,2023-11-27,1
1368,2023-11-28,1
1369,2023-11-29,1
1370,2023-11-30,1
1371,2023-12-01,1
1372,2023-12-02,1
1373,2023-12-03,1
1374,2023-12-04,1
1375,2023-12-05,1
1376,2023-12-06,1
1377,2023-12-07,1
1378,2023-12-08,1
1379,2023-12-09,1
1380,2023-12-10,1
1381,2023-12-11,1
1382,2023-12-12,1
1383,2023-12-13,1
1384,2023-12-14,1
1385,2023-12-15,1
1386,2023-12-16,1
1387,2023-12-17,1
1388,2023-12-18,1
1389,2023-12-19,1
1390,2023-12-20,1
1391,2023-12-21,1
1392,2023-12-22,1
1393,2023-12-23,1
1394,2023-12-24,1
1395,2023-12-25,1
1396,2023-12-26,1
1397,2023-12-27,1
1398,2023-12-28,1
1399,2023-12-29,1
1400,2023-12-30,1
1401,2023-12-31,1
1402,2024-01-01,1
1403,2024-01-02,1
1404,2024-01-03,1
1405,2024-01-04,1
1406,2024-01-05,1
1407,2024-01-06,1
1408,2024-01-07,1
1409,2024-01-08,1
1410,2024-01-09,1
1411,2024-01-10,1
1412,2024-01-11,1
1413,2024-01-12,1
1414,2024-01-13,1
1415,2024-01-14,1
